variant,seed,round,server_da_steps_per_round,server_da_total_steps_so_far,accuracy,macro_f1,nll,ece,mean_confidence,error_count,recall_class_0,recall_class_1,recall_class_2,recall_class_3,checkpoint_sha256,evaluation_seconds,evidence_status,test_used_for_selection
DA50,42,12,50,600,0.9514705882352941,0.9517383735601691,0.12725066268346016,0.019849821289672526,0.9635809962144669,66,0.9764705882352941,0.9176470588235294,0.9176470588235294,0.9941176470588236,3ab09d0ae377e5c9178b6822cf463d75292c5c1fd4c497b44f0f28313ad9033f,0.5428388000000268,canonical_postflight_pass,False
DA50,42,13,50,650,0.9566176470588236,0.95694113719409,0.12370024812215356,0.02006793775979207,0.9669207945466042,59,0.9588235294117647,0.9411764705882353,0.9323529411764706,0.9941176470588236,a79ac403ca693a363866f47b9bc6560bfdfd1a6fd840bb235a372ce1d54cb6d6,0.8368918000487611,canonical_postflight_pass,False
DA50,42,14,50,700,0.9625,0.9627305525518096,0.10998067660526213,0.011377008807133193,0.9722155828905457,51,0.9647058823529412,0.9441176470588235,0.9470588235294117,0.9941176470588236,efdce8277db02c15a37188c9a8fd079597018793fd34a0a4d38c1eae283e7b72,0.770794800017029,canonical_postflight_pass,False
DA50,42,15,50,750,0.9705882352941176,0.970721555263121,0.09815194249088313,0.009171264487154374,0.9776068494600408,40,0.9764705882352941,0.9676470588235294,0.9441176470588235,0.9941176470588236,e9f68914158f4ea6286820ef3e4ab3f982f7ee81a027c23f6aa8eccc52ccb434,0.34832969994749874,canonical_postflight_pass,False
DA50,42,16,50,800,0.9772058823529411,0.9771992755206163,0.08827101691535713,0.009075212303329944,0.9816724011126686,31,0.9970588235294118,0.9588235294117647,0.961764705882353,0.9911764705882353,57524e3863e8adfb00361364d134d7c53594fd1552f15fd17e65786ee5f44327,0.9894969000015408,canonical_postflight_pass,False
DA50,42,17,50,850,0.9772058823529411,0.9773280748110511,0.0913305678350749,0.00868650280377447,0.9821542417301851,31,0.9852941176470589,0.9529411764705882,0.9794117647058823,0.9911764705882353,ca3af978b7ec5ece7cc3995a1c2f69c016a8cec2d783d84952d1e4f17a3d1aa2,0.6077361000934616,canonical_postflight_pass,False
DA50,42,18,50,900,0.9808823529411764,0.9809635584572222,0.06946890236302536,0.008498357411693193,0.9858074740451925,26,0.9823529411764705,0.9764705882352941,0.9705882352941176,0.9941176470588236,28a10c429a469e5ec38773fc2c44acdd71f5aaeccb51a38145f91aff92f3cd16,0.411185699980706,canonical_postflight_pass,False
DA50,42,19,50,950,0.9772058823529411,0.9771265274568941,0.10215323552286525,0.014389841170871987,0.9879163356388316,31,0.9970588235294118,0.9382352941176471,0.9823529411764705,0.9911764705882353,95a2d64093325e82a0a170bace6796b176966f261b1d065321b131964c2a2134,0.7966439999872819,canonical_postflight_pass,False
DA50,42,20,50,1000,0.9838235294117647,0.9838822579811192,0.0763288463123332,0.010340374138425413,0.9908294928862768,22,0.9823529411764705,0.9852941176470589,0.9764705882352941,0.9911764705882353,014560e82d86406710af7260517131b8020dc2c3d494949aee700d6c360f2d38,0.8894445999758318,canonical_postflight_pass,False
DA50,42,21,50,1050,0.9742647058823529,0.9744497106302437,0.11576227338552708,0.018835342719274444,0.9903434489579762,35,0.9558823529411765,0.9852941176470589,0.9764705882352941,0.9794117647058823,c90d8f76202872c811c56ad9dd6b26266391dfa8fb929ff0efee40adb5de40cd,0.422206399962306,canonical_postflight_pass,False
