requested_coverage,coverage,N,RMSE,NRMSE_range,MAE,max_accepted_risk,scope
0.89,0.8898020171834142,2382,8.680409637058503,0.04933111744147478,5.023764244867625,0.6783052138971125,C3
0.9,0.8998879342547628,2409,8.662455135317654,0.049277278776314486,5.0289251989115415,0.693941410524649,C3
0.91,0.9099738513261113,2436,8.71546821880849,0.04981342813592151,5.078990671270296,0.7017352842406024,C3
0.92,0.9196862159133358,2462,8.960605542085972,0.0507957003114357,5.160114789228236,0.7130660519330956,C3
0.93,0.9297721329846843,2489,8.980927270708856,0.05115178805456112,5.2009871478929455,0.733224930764565,C3
0.94,0.9398580500560328,2516,9.036169478120405,0.05149797792785979,5.2305891790843155,0.7557541846142884,C3
0.95,0.9499439671273814,2543,9.07920471929943,0.05182204609909161,5.257696612580071,0.7764535312343644,C3
0.96,0.9596563317146058,2569,9.185809145619592,0.05262312071727657,5.31813197922036,0.7835265448226516,C3
0.97,0.9697422487859544,2596,9.190577971759131,0.052877594436200805,5.349569988050892,0.7957199795123131,C3
0.98,0.9798281658573029,2623,9.227313756299472,0.05375329314082103,5.408160928990427,0.807551280610007,C3
0.99,0.9899140829286515,2650,9.267019923594987,0.05444547500455495,5.462399356452528,0.8496469604141638,C3
1.0,1.0,2677,9.332731018185996,0.05567242206126858,5.505235803628615,0.954434158611031,C3
0.1,0.1,136,11.413958105247413,0.050728702689988504,8.270303745028636,0.0781936226208823,C4
0.11,0.10955882352941176,149,11.85010829510359,0.052667147978238175,8.744213971098837,0.0825106702488622,C4
0.12,0.11985294117647059,163,12.180575822756975,0.054135892545586546,9.034795236466866,0.0889430478723214,C4
0.13,0.12941176470588237,176,12.413682197886688,0.055171920879496385,9.277014165770412,0.1026353925499927,C4
0.14,0.13970588235294118,190,12.320657911059792,0.054758479604710183,9.135383597925147,0.1109470904780093,C4
0.15,0.15,204,12.367549381184439,0.0549668861385975,8.874084311201162,0.1314346515428128,C4
0.16,0.15955882352941175,217,12.162828102684252,0.054057013789707786,8.756099662782788,0.1456216636085197,C4
0.17,0.1698529411764706,231,11.95882926372451,0.05315035228322005,8.598750538778654,0.1573675987673818,C4
0.18,0.17941176470588235,244,11.719150593271584,0.05210347537540205,8.366312804472553,0.168491932658185,C4
0.19,0.18970588235294117,258,11.486655847996643,0.051069520557859946,8.149005754814933,0.1811941136972468,C4
0.2,0.2,272,11.246960278950546,0.05000365320214666,7.897260362777729,0.1992884151608088,C4
0.21,0.20955882352941177,285,11.097686079297654,0.049339649822956404,7.834554603294581,0.2149240574953748,C4
