candidate,scope,final_n,final_rmse,final_mae,final_nrmse_range,final_p90ae,final_p95ae,final_bias,final_route_acc,raw_n,raw_rmse,raw_mae,raw_nrmse_range,raw_p90ae,raw_p95ae,raw_bias,raw_route_acc
M2_R3b_depth4_msconv16,ALL,1320,27.858993948954417,16.28673710314484,0.16219924931031335,35.69410189986231,53.30043424665926,-2.451102563335732,0.9818181818181818,1320,35.82956317552674,19.419838681964336,0.19685438020860171,40.80802842974664,67.95002525672311,-8.898587246521581,0.9818181818181818
M2_R3b_depth4_msconv16,CO,330,42.10305627853708,28.117696672148835,0.18712469457127595,69.92413222789767,78.74292373657228,-7.281345227599199,0.9727272727272728,330,60.16683640334916,36.447145163935296,0.2674081617926629,100.0,150.0,-24.70023441781064,0.9727272727272728
M2_R3b_depth4_msconv16,CO_high,99,60.01930891090948,39.78664972635946,0.2667524840484866,110.50144881010058,146.25707626342773,-34.48971092771513,0.9797979797979798,99,88.81553261631959,57.28507722337552,0.3947357005169759,178.33020351827147,202.49999999999986,-51.98813842473119,0.9797979797979798
M2_R3b_depth4_msconv16,nonCO,990,21.069937726516535,12.34308391347684,0.15299099601929023,26.446491107344627,33.91830738633868,-0.8410216752479096,0.9848484848484849,990,22.472072939605617,13.744069854640685,0.16683271365444677,31.409281459636983,40.45993079431353,-3.6313715227585606,0.9848484848484849
M2_R3b_depth4_msconv16,C3_ALL,680,22.13483079070248,14.199183573492679,0.142820655326773,30.525437295436866,43.551137670874596,-2.955954967739457,0.9882352941176471,680,22.13483079070248,14.199183573492679,0.142820655326773,30.525437295436866,43.551137670874596,-2.955954967739457,0.9882352941176471
M2_R3b_depth4_msconv16,C3_CO,170,28.260431849306954,18.857457352911723,0.12560191933025314,40.82444988191128,53.02393339574337,-6.360581177560722,0.9882352941176471,170,28.260431849306954,18.857457352911723,0.12560191933025314,40.82444988191128,53.02393339574337,-6.360581177560722,0.9882352941176471
M2_R3b_depth4_msconv16,C3_CO_high,51,36.73147208859353,23.56707791925645,0.16325098706041566,53.27714532613754,63.22097405791283,-15.567955308977295,1.0,51,36.73147208859353,23.56707791925645,0.16325098706041566,53.27714532613754,63.22097405791283,-15.567955308977295,1.0
M2_R3b_depth4_msconv16,C3_nonCO,510,19.67359421680746,12.646425647019663,0.1481160763415326,24.061880595982075,33.390081152319894,-1.8210795644657025,0.9882352941176471,510,19.67359421680746,12.646425647019663,0.1481160763415326,24.061880595982075,33.390081152319894,-1.8210795644657025,0.9882352941176471
M2_R3b_depth4_msconv16,C4_ALL,320,17.737780606699317,12.014508409847622,0.1052265482390091,26.89872011542321,35.239280834794044,-0.6051774889783695,0.996875,320,17.737780606699317,12.014508409847622,0.1052265482390091,26.89872011542321,35.239280834794044,-0.6051774889783695,0.996875
M2_R3b_depth4_msconv16,C4_CO,80,24.728341552474593,19.803501134738326,0.10990374023322041,37.68369823694232,47.60273333638906,0.7795773446559908,1.0,80,24.728341552474593,19.803501134738326,0.10990374023322041,37.68369823694232,47.60273333638906,0.7795773446559908,1.0
M2_R3b_depth4_msconv16,C4_CO_high,24,30.050383897584865,24.799500529964764,0.13355726176704386,45.59358581900598,52.14606270194053,-19.947763532400128,1.0,24,30.050383897584865,24.799500529964764,0.13355726176704386,45.59358581900598,52.14606270194053,-19.947763532400128,1.0
M2_R3b_depth4_msconv16,C4_nonCO,240,14.685872661277255,9.418177501550721,0.103620579841289,20.00155940651895,26.508569754660112,-1.0667624335231565,0.9958333333333333,240,14.685872661277255,9.418177501550721,0.103620579841289,20.00155940651895,26.508569754660112,-1.0667624335231565,0.9958333333333333
M2_R3b_depth4_msconv16,C5_ALL,320,42.96202331697626,24.995017046952892,0.23260511040858492,71.25707626342772,96.25707626342772,-3.2242162783351773,0.953125,320,62.76723602470313,37.91906105958333,0.3247040511395486,100.0,151.45641297102003,-29.820090596476803,0.953125
