filename,client_id,unit_id,gas_code,gas,gas_type,class_label,classification_label,concentration_code,concentration,repeat_id,phase_label,regression_label,stage,channel,N,RMSE,MAE,max_abs_diff,pearson,cosine
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",crop,5,1100,0.00997879850406911,0.006990887499835229,0.02961005319157466,0.7485954937734755,0.9368691172606759
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",crop,6,1100,0.016914526451144624,0.011558396462925731,0.03976962285857806,0.525568201738478,0.9453352872685093
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",crop,7,1100,0.04884520915659822,0.032337924621261206,0.10771964443053092,0.21901676655276292,0.953321220835424
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",windows,0,2100,0.005950399953379131,0.005310800758933987,0.020692727528512478,0.21130885571564081,0.8244839303320438
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",windows,1,2100,0.0070841555536893305,0.005142111400106971,0.01713889033999294,0.8331255788841221,0.9340874925142354
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",windows,2,2100,0.01852392456350204,0.01256186522561447,0.059993839473463595,0.5374141853903688,0.94452019721775
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",windows,3,2100,0.011604834794654618,0.007948076900183445,0.029779544100165367,0.4201083526892385,0.9487287169776947
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",windows,4,2100,0.011350721944978553,0.00901981745680262,0.036466591991484165,0.31631779075672206,0.9365446250727124
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",windows,5,2100,0.009795169768751685,0.00681087892278724,0.029610052704811096,0.7742071991303826,0.9414744945889001
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",windows,6,2100,0.01681360830910753,0.011377139096591798,0.03976962249726057,0.5090057917869624,0.9475000419020225
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",windows,7,2100,0.04656519992732041,0.030017968838857042,0.10771964862942696,0.16049010984876363,0.9588691565616076
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",sensor10,0,5797,0.15629262571929517,0.11102915301016636,0.8770000000000024,0.44009462339368866,0.9999900261533433
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",sensor10,1,5797,0.09630179762410042,0.05978609625668087,0.48999999999999844,0.5641470583823945,0.999989307674511
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",sensor10,2,5797,0.28595392350658677,0.13113023977919408,1.564,0.7628505948057022,0.9999156010070263
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",sensor10,3,5797,0.0678854541128685,0.027450922891149115,0.36599999999999966,0.7874442701268783,0.9998755337910087
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",sensor10,4,5797,0.7438925290014003,0.435826289460027,4.302000000000007,0.7323926873837885,0.9999727697022421
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",sensor10,5,5797,0.401415198130698,0.22296584440224224,2.151999999999994,0.6509223465594065,0.9999787271831724
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",sensor10,6,5797,0.64240344404683,0.2998209418664705,3.279999999999994,0.7897972646273834,0.999927413797539
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",sensor10,7,5797,0.41181381461263933,0.1607193375884069,2.180999999999994,0.8705975518526267,0.9987888438005064
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,0,5797,0.00012718701797323782,9.061528771429423e-05,0.0007038502824714757,0.44267724784209617,0.999990100505662
