preprocessing,client,gas,true_ppm,N,Oracle_RMSE,MAE,Bias,R2
timebin,C3,Ethylene,50.0,67,11.167761505081279,5.493884832108231,2.1137326444157822,nan
timebin,C3,Ethylene,62.5,67,9.069142196628684,4.812815354162497,3.833702629648484,nan
timebin,C3,Ethylene,75.0,67,4.922338971404447,3.341244974499755,0.787018087238393,nan
timebin,C3,Ethylene,87.5,66,6.1868438104187975,4.526888193367876,1.0067781125910498,nan
timebin,C3,Ethylene,100.0,67,7.307922653361591,4.484573549405541,-2.7249353669924354,nan
timebin,C3,Ethylene,112.5,65,10.320245192064329,6.948830676175869,-1.833963247811036,nan
timebin,C3,Ethylene,125.0,67,12.56184948469744,8.12868532579272,-8.12868532579272,nan
timebin,C3,Methane,25.0,67,3.236880678021131,1.6085764722036249,1.6085764722036249,nan
timebin,C3,Methane,50.0,67,5.03333151854263,3.2186246730153463,-0.8513875542910969,nan
timebin,C3,Methane,75.0,67,4.469899162472844,2.600761499606092,-0.050750271536563474,nan
timebin,C3,Methane,100.0,67,5.221260225269871,3.0534952705145657,1.9254127973841049,nan
timebin,C3,Methane,125.0,67,5.369486256866317,3.6333480577974133,1.4835271302220294,nan
timebin,C3,Methane,150.0,67,4.814128398979143,2.86699591952746,1.1151652355235813,nan
timebin,C3,Methane,175.0,67,6.749606907333378,5.020140374397136,1.827143622842753,nan
timebin,C3,Methane,200.0,67,5.671481330499756,4.178016289117606,-0.9970466308989645,nan
timebin,C3,Methane,225.0,67,4.565625590275751,3.314139011272232,-0.14698456708246435,nan
timebin,C3,Methane,250.0,67,6.819664737427855,4.646295021119737,-4.646295021119737,nan
timebin,C4,CO,25.0,34,4.4837426710117665,2.130730241952556,2.130730241952556,nan
timebin,C4,CO,50.0,34,8.258690737298545,6.658023807686063,3.187671710342651,nan
timebin,C4,CO,75.0,34,10.66243772661338,8.500968937143368,6.54185864924852,nan
timebin,C4,CO,100.0,34,15.122516216400024,13.574273694165703,11.884379701936346,nan
timebin,C4,CO,125.0,34,24.345331034232796,21.15199025375335,20.263364154484346,nan
timebin,C4,CO,150.0,34,11.177154559157962,7.839320921356489,-3.4214445986523305,nan
timebin,C4,CO,175.0,34,23.49556264542451,21.324985209929743,-21.262307597816484,nan
timebin,C4,CO,200.0,34,13.090247933383315,10.09635741699923,6.449234367709433,nan
timebin,C4,CO,225.0,34,12.90702223606211,10.084860432621126,2.082124436689791,nan
timebin,C4,CO,250.0,34,21.979512102334255,17.03055185058938,-17.03055185058938,nan
timebin,C4,Ethanol,12.5,34,1.41507515645699,0.24268338720268806,0.24268338720268806,nan
timebin,C4,Ethanol,25.0,34,2.60419070371523,2.041759577089534,-0.3388673395037987,nan
timebin,C4,Ethanol,37.5,34,2.6861016206021637,2.131283482162738,1.448629953959123,nan
timebin,C4,Ethanol,50.0,34,4.8868264821249285,4.0290404322021764,3.9463454338815875,nan
timebin,C4,Ethanol,62.5,34,6.328952611307959,5.409792596075711,5.237115899707586,nan
timebin,C4,Ethanol,75.0,34,2.358876859885009,2.054494140510249,1.6691262357550798,nan
timebin,C4,Ethanol,87.5,34,3.3834771215527772,2.6985515648545477,1.6418149664342778,nan
timebin,C4,Ethanol,100.0,34,3.456436990826501,2.6096214582937334,-1.6046147930328107,nan
timebin,C4,Ethanol,112.5,32,5.2121767543304705,4.046820270506025,-3.6343547853306943,nan
timebin,C4,Ethanol,125.0,32,20.34272276245069,6.4730000439318065,-6.4730000439318065,nan
timebin,C4,Ethylene,12.5,34,0.21935540335904516,0.03761914131944057,0.03761914131944057,nan
